"Date","Price","Open","High","Low","Vol.","Change %"
"07/21/2023","615.10","610.00","619.50","609.00","21.04M","0.83%"
"07/20/2023","610.05","601.40","610.80","598.75","34.04M","1.43%"
"07/19/2023","601.45","594.65","602.40","592.00","17.56M","1.54%"
"07/18/2023","592.35","603.05","604.05","588.75","25.76M","-1.46%"
"07/17/2023","601.10","587.00","602.85","584.20","19.38M","2.86%"
"07/14/2023","584.40","586.75","591.30","580.70","12.19M","-0.21%"
"07/13/2023","585.65","594.90","598.00","583.35","20.02M","-0.61%"
"07/12/2023","589.25","589.00","594.50","588.20","16.03M","0.12%"
"07/11/2023","588.55","595.00","595.95","587.35","13.22M","-0.68%"
"07/10/2023","592.60","594.65","599.80","590.25","11.42M","-0.17%"
"07/07/2023","593.60","590.00","595.50","585.50","11.71M","0.19%"
"07/06/2023","592.50","590.40","593.50","589.10","11.32M","0.32%"
"07/05/2023","590.60","589.80","593.70","588.20","13.60M","0.23%"
"07/04/2023","589.25","588.20","595.95","582.25","24.80M","0.65%"
"07/03/2023","585.45","574.50","586.35","573.90","15.42M","2.20%"
"06/30/2023","572.85","574.00","574.00","570.20","8.72M","0.54%"
"06/28/2023","569.80","572.25","574.00","568.55","18.03M","0.65%"
"06/27/2023","566.10","558.25","567.95","555.65","10.69M","1.62%"
"06/26/2023","557.05","556.00","558.50","554.50","8.36M","0.44%"
"06/23/2023","554.60","562.00","562.10","553.80","12.22M","-1.48%"
"06/22/2023","562.95","566.35","569.00","561.05","14.98M","-0.60%"
"06/21/2023","566.35","567.40","569.50","565.65","14.95M","-0.19%"
"06/20/2023","567.40","568.85","569.45","562.55","14.55M","-0.25%"
"06/19/2023","568.85","571.25","572.75","565.90","17.90M","-0.42%"
"06/16/2023","571.25","568.75","574.70","567.05","12.66M","0.84%"
"06/15/2023","566.50","576.00","576.70","565.25","17.93M","-1.74%"
"06/14/2023","576.55","577.00","578.55","575.25","8.95M","0.03%"
"06/13/2023","576.40","579.45","581.40","574.25","12.61M","-0.39%"
"06/12/2023","578.65","580.00","581.50","577.70","8.79M","-0.01%"
"06/09/2023","578.70","588.00","589.10","576.75","18.87M","-1.67%"
"06/08/2023","588.50","589.95","593.95","586.35","15.97M","-0.12%"
"06/07/2023","589.20","588.00","590.60","586.00","11.11M","0.66%"
"06/06/2023","585.35","588.00","588.90","583.00","11.20M","-0.32%"
"06/05/2023","587.20","588.50","589.80","586.00","12.92M","0.00%"
"06/02/2023","587.20","584.70","588.90","583.00","11.32M","0.76%"
"06/01/2023","582.75","581.80","586.40","581.00","17.82M","0.50%"
"05/31/2023","579.85","583.80","584.80","577.50","28.80M","-2.18%"
"05/30/2023","592.80","595.00","595.50","591.50","15.03M","-0.37%"
"05/29/2023","595.00","590.00","596.40","588.05","18.43M","1.54%"
"05/26/2023","586.00","581.25","587.75","580.55","9.79M","0.82%"
"05/25/2023","581.25","582.00","582.90","577.00","16.48M","-0.25%"
"05/24/2023","582.70","579.80","585.25","578.25","17.62M","0.19%"
"05/23/2023","581.60","578.90","583.70","576.80","16.12M","0.77%"
"05/22/2023","577.15","577.50","580.30","573.45","21.48M","0.35%"
"05/19/2023","575.15","579.00","586.25","569.90","42.29M","0.17%"
"05/18/2023","574.20","590.30","593.90","571.40","45.66M","-2.06%"
"05/17/2023","586.30","586.00","590.50","579.50","23.74M","0.00%"
"05/16/2023","586.30","584.00","590.40","582.00","22.18M","0.76%"
"05/15/2023","581.90","578.75","584.00","574.65","11.41M","0.65%"
"05/12/2023","578.15","574.70","580.75","571.55","11.32M","0.82%"
"05/11/2023","573.45","572.20","580.00","572.00","16.02M","0.22%"
"05/10/2023","572.20","575.00","575.00","563.25","18.56M","-0.23%"
"05/09/2023","573.50","585.00","586.45","572.10","18.96M","-1.73%"
"05/08/2023","583.60","577.65","587.60","577.35","12.99M","1.23%"
"05/05/2023","576.50","580.20","588.25","575.05","18.16M","-0.60%"
"05/04/2023","580.00","570.20","580.80","568.50","12.53M","1.67%"
"05/03/2023","570.50","570.65","575.00","569.00","9.70M","-0.83%"
"05/02/2023","575.30","580.00","580.85","573.15","13.67M","-0.52%"
"04/28/2023","578.30","567.80","580.45","565.50","16.18M","2.40%"
"04/27/2023","564.75","565.00","567.40","561.10","17.85M","-0.28%"
"04/26/2023","566.35","562.00","567.00","556.45","23.14M","0.81%"
"04/25/2023","561.80","555.00","567.90","555.00","38.14M","1.30%"
"04/24/2023","554.60","543.80","555.55","543.50","23.34M","2.11%"
"04/21/2023","543.15","545.00","546.40","539.70","22.60M","-0.30%"
"04/20/2023","544.80","541.20","545.45","536.65","25.59M","0.83%"
"04/19/2023","540.30","544.00","547.50","538.25","21.16M","-1.02%"
"04/18/2023","545.85","545.35","548.50","540.50","22.28M","0.34%"
"04/17/2023","544.00","528.00","545.00","528.00","32.48M","2.07%"
"04/13/2023","532.95","529.30","534.25","527.15","28.60M","0.90%"
"04/12/2023","528.20","533.20","534.00","526.00","21.29M","-0.73%"
"04/11/2023","532.10","530.85","535.70","527.15","26.41M","1.10%"
"04/10/2023","526.30","529.25","530.40","524.40","17.34M","-0.26%"
"04/06/2023","527.65","524.00","533.70","521.65","25.13M","0.89%"
"04/05/2023","523.00","527.00","527.60","519.05","13.57M","-0.71%"
"04/03/2023","526.75","524.75","528.50","522.10","14.21M","0.57%"
"03/31/2023","523.75","520.65","524.90","519.35","17.36M","1.40%"
"03/29/2023","516.50","509.00","518.00","506.30","24.20M","1.65%"
"03/28/2023","508.10","511.45","511.75","503.85","15.83M","-0.40%"
"03/27/2023","510.15","507.00","514.15","501.55","15.67M","0.95%"
"03/24/2023","505.35","514.50","514.95","503.45","14.42M","-1.44%"
"03/23/2023","512.75","519.40","521.00","511.50","22.10M","-1.69%"
"03/22/2023","521.55","522.20","527.00","520.10","11.62M","-0.06%"
"03/21/2023","521.85","522.00","523.45","516.45","29.49M","0.51%"
"03/20/2023","519.20","526.60","526.60","515.00","14.28M","-2.00%"
"03/17/2023","529.80","528.65","531.60","520.10","18.79M","1.01%"
"03/16/2023","524.50","518.40","529.35","514.30","20.04M","1.34%"
"03/15/2023","517.55","529.80","532.00","515.55","11.28M","-1.49%"
"03/14/2023","525.40","527.65","532.80","520.00","14.75M","-0.87%"
"03/13/2023","530.00","547.00","553.15","528.45","14.37M","-3.17%"
"03/10/2023","547.35","553.10","554.95","545.00","11.52M","-2.07%"
"03/09/2023","558.90","564.75","565.75","558.00","8.99M","-1.04%"
"03/08/2023","564.80","560.00","565.50","556.45","12.64M","0.55%"
"03/06/2023","561.70","564.90","567.90","559.00","16.16M","0.09%"
"03/03/2023","561.20","542.00","564.30","541.75","27.66M","5.14%"
"03/02/2023","533.75","535.95","539.90","532.50","10.38M","-0.55%"
"03/01/2023","536.70","523.25","537.40","523.10","13.51M","2.66%"
"02/28/2023","522.80","527.25","528.45","521.05","15.77M","-0.93%"
"02/27/2023","527.70","521.10","529.80","519.00","11.05M","1.28%"
"02/24/2023","521.05","524.20","527.50","517.60","12.25M","0.01%"
"02/23/2023","521.00","516.95","524.00","511.35","15.54M","0.90%"
"02/22/2023","516.35","520.75","521.90","512.50","14.76M","-1.36%"
"02/21/2023","523.45","527.10","528.95","522.40","10.22M","-0.32%"
"02/20/2023","525.15","532.00","533.95","522.15","12.57M","-1.10%"
"02/17/2023","531.00","538.50","539.65","527.75","14.19M","-1.68%"
"02/16/2023","540.10","546.85","546.85","538.50","12.77M","-0.40%"
"02/15/2023","542.25","540.00","544.65","536.80","12.80M","0.26%"
"02/14/2023","540.85","539.95","544.60","530.75","18.56M","0.62%"
"02/13/2023","537.50","554.00","556.90","533.30","18.49M","-2.81%"
"02/10/2023","553.05","546.50","557.25","546.50","13.82M","0.41%"
"02/09/2023","550.80","552.00","552.00","542.80","15.06M","0.19%"
"02/08/2023","549.75","550.00","554.50","545.50","15.50M","0.48%"
"02/07/2023","547.10","548.00","551.40","541.05","16.20M","0.31%"
"02/06/2023","545.40","558.80","558.80","536.55","25.34M","0.22%"
"02/03/2023","544.20","536.00","545.95","519.15","32.32M","3.05%"
"02/02/2023","528.10","520.20","532.65","502.50","39.29M","0.14%"
"02/01/2023","527.35","561.40","565.00","499.35","38.22M","-4.72%"
"01/31/2023","553.50","545.00","557.00","537.85","21.91M","2.84%"
"01/30/2023","538.20","536.00","554.35","525.20","40.80M","-0.32%"
"01/27/2023","539.95","568.00","568.55","532.25","40.16M","-5.06%"
"01/25/2023","568.70","595.85","595.85","567.40","25.69M","-4.32%"
"01/24/2023","594.35","603.50","604.60","593.05","7.61M","-1.02%"
"01/23/2023","600.45","598.50","601.75","592.95","6.60M","1.39%"
"01/20/2023","592.20","593.80","596.60","590.80","6.75M","0.40%"
"01/19/2023","589.85","591.00","591.75","587.55","7.48M","-0.27%"
"01/18/2023","591.45","595.90","597.15","587.60","11.54M","-0.25%"
"01/17/2023","592.95","603.00","606.00","586.05","13.46M","-1.67%"
"01/16/2023","603.00","603.00","606.10","600.60","5.48M","0.48%"
"01/13/2023","600.10","597.90","602.90","593.65","7.88M","0.87%"
"01/12/2023","594.90","597.90","597.90","590.10","8.18M","-0.30%"
